,id,date,state,sentiment
471,1256822736661463040,2020-05-03,DL,-1
472,1256823229294968837,2020-05-03,MH,-1
473,1256835969455665152,2020-05-03,MH,-1
474,1256838116545003520,2020-05-03,GJ,-1
475,1256838350767419393,2020-05-03,RJ,-1
476,1256840372069691395,2020-05-03,PB,-1
477,1256845589171535872,2020-05-03,KA,-1
478,1256846699563270148,2020-05-03,DL,-1
479,1256847834545967104,2020-05-03,KA,-1
480,1256849734431457285,2020-05-03,KA,-1
481,1256857093333815296,2020-05-03,DL,-1
482,1256858909056421888,2020-05-03,MP,-1
483,1256862278361677824,2020-05-03,TN,-1
484,1256864439485247488,2020-05-03,MH,-1
485,1256865168606314497,2020-05-03,TG,-1
486,1256865458248208384,2020-05-03,RJ,-1
487,1256867042365489152,2020-05-03,DL,-1
488,1256869185696739330,2020-05-03,MH,-1
489,1256870531845980160,2020-05-03,AP,-1
490,1256871681727049728,2020-05-03,MH,-1
491,1256872680881565696,2020-05-03,MH,-1
492,1256876985114124291,2020-05-03,OR,-1
493,1256877347258728448,2020-05-03,DL,-1
494,1256883360409976832,2020-05-03,MH,-1
495,1256885645164847105,2020-05-03,OR,-1
496,1256886099432988672,2020-05-03,MH,-1
497,1256886683104153600,2020-05-03,MH,-1
498,1256892039075168256,2020-05-03,UP,-1
499,1256892790283345920,2020-05-03,MH,-1
500,1256893162938916866,2020-05-03,WB,-1
501,1256893308674113537,2020-05-03,DL,-1
502,1256895540572434433,2020-05-03,MH,-1
503,1256896501604855808,2020-05-03,MP,-1
504,1256897012445954050,2020-05-03,WB,-1
505,1256897627196518400,2020-05-03,WB,-1
506,1256898564069916672,2020-05-03,MH,-1
507,1256898984074936320,2020-05-03,MP,-1
508,1256901631129653248,2020-05-03,RJ,-1
509,1256905125630816256,2020-05-03,UP,-1
510,1256910850436345857,2020-05-03,MH,-1
511,1256911068888043520,2020-05-03,RJ,-1
512,1256912066935287808,2020-05-03,DL,-1
513,1256915549742759937,2020-05-03,MH,-1
514,1256920398836400128,2020-05-03,KL,-1
515,1256921069010784258,2020-05-03,GJ,-1
516,1256923106922430466,2020-05-03,RJ,-1
517,1256924614942433282,2020-05-03,DL,-1
518,1256929049500246016,2020-05-03,MH,-1
519,1256931473204133888,2020-05-03,HP,-1
520,1256931977376215041,2020-05-03,HP,-1
521,1256932508207329280,2020-05-03,TN,-1
522,1256939873161879552,2020-05-03,MH,-1
523,1256947249428357125,2020-05-03,MH,-1
524,1256950236016230402,2020-05-03,MP,-1
525,1256952798731788293,2020-05-03,GJ,-1
526,1256954801465761799,2020-05-03,DL,-1
527,1256955488585031683,2020-05-03,MH,-1
528,1256957970920820739,2020-05-03,GJ,-1
529,1256958431380090880,2020-05-03,HR,-1
530,1256961125993734146,2020-05-03,AS,-1
531,1256963977692753922,2020-05-03,GJ,-1
532,1256965823094194176,2020-05-03,GJ,-1
533,1256969318140506112,2020-05-03,UP,-1
534,1256970090550972417,2020-05-03,GJ,-1
535,1256970436769910788,2020-05-03,UP,-1
536,1256971879698493440,2020-05-03,UP,-1
537,1256974445945765889,2020-05-03,AP,-1
538,1256974524052115459,2020-05-03,AP,-1
539,1256975956788600832,2020-05-03,MH,-1
540,1256980004430282754,2020-05-03,MH,-1
541,1256980021002076166,2020-05-03,MH,-1
542,1256980293363384327,2020-05-03,MH,-1
543,1256989340938493953,2020-05-03,MH,-1
544,1256992409281495040,2020-05-03,UP,-1
545,1256993760795385856,2020-05-03,KA,-1
546,1256999673400659970,2020-05-03,TN,-1
547,1257004202330554368,2020-05-03,RJ,-1
548,1257004270529974273,2020-05-03,GJ,-1
549,1257005577978499077,2020-05-03,WB,-1
550,1257009871922364418,2020-05-03,UP,-1
551,1257012055934029824,2020-05-03,GJ,-1
552,1257012936754806785,2020-05-03,MP,-1
553,1257013581805170688,2020-05-03,MH,-1
554,1257016459697418240,2020-05-03,MP,-1
555,1257016523476144130,2020-05-03,MH,-1
556,1257020641686900739,2020-05-03,UP,-1
557,1257033548063813637,2020-05-03,AP,-1
558,1257037336069550086,2020-05-03,DL,-1
559,1257044085451501569,2020-05-03,MH,-1
560,1257048930094919686,2020-05-03,PB,-1
561,1257078529298247682,2020-05-03,GJ,-1
562,1257081357479694337,2020-05-03,JH,-1
563,1257113951424430088,2020-05-04,MH,-1
564,1257128238234562563,2020-05-04,MH,-1
565,1257142327430299648,2020-05-04,DL,-1
566,1257143268221034496,2020-05-04,JH,-1
567,1257143839980089345,2020-05-04,UP,-1
568,1257145782584725506,2020-05-04,GJ,-1
569,1257155229100933120,2020-05-04,GJ,-1
570,1257155307756752897,2020-05-04,GJ,-1
571,1257156304893808640,2020-05-04,KA,-1
572,1257156998442807296,2020-05-04,KA,-1
573,1257159557903613952,2020-05-04,MH,-1
574,1257168067282341888,2020-05-04,UP,-1
575,1257169442443853830,2020-05-04,MH,-1
576,1257176217515679744,2020-05-04,AR,-1
577,1257180173775994881,2020-05-04,MH,-1
578,1257180375840890882,2020-05-04,MH,-1
579,1257181982997561345,2020-05-04,DL,-1
580,1257188497540218881,2020-05-04,MP,-1
581,1257189853781000197,2020-05-04,AN,-1
582,1257193011802443776,2020-05-04,GJ,-1
583,1257198033810448384,2020-05-04,TN,-1
584,1257198040903024641,2020-05-04,MH,-1
585,1257198109039288320,2020-05-04,MH,-1
586,1257198167726194688,2020-05-04,MH,-1
587,1257198225926340608,2020-05-04,MH,-1
588,1257198283484737536,2020-05-04,MH,-1
589,1257198336559349761,2020-05-04,MH,-1
590,1257198385544794112,2020-05-04,MH,-1
591,1257203656383803393,2020-05-04,MP,-1
592,1257207488174268416,2020-05-04,KA,1
593,1257208376968335361,2020-05-04,HP,-1
594,1257208482677362688,2020-05-04,CT,-1
595,1257208830976495617,2020-05-04,KA,-1
596,1257209683066028032,2020-05-04,KL,-1
597,1257210378620153856,2020-05-04,MH,-1
598,1257211145531711488,2020-05-04,OR,-1
599,1257211473534889991,2020-05-04,DL,-1
600,1257213841680633859,2020-05-04,RJ,-1
601,1257214797092921344,2020-05-04,UP,-1
