ID,Date,State,Sentiment
1255239890331205633,Apr28,TN,-0.06547619047619048
1255244979783507968,Apr28,MH,0
1255253924782780422,Apr28,MP,0.05583333333333334
1255289904462004225,Apr29,UP,0.625
1255305130498502661,Apr29,MH,0
1255311115195682817,Apr29,DL,0.315
1255311661449314305,Apr29,MH,0
1255311877841788928,Apr29,DL,0.15
1255319585982763008,Apr29,MH,0.225
1255327776707686405,Apr29,UP,0.3771428571428571
1255329222811439104,Apr29,PB,0.225
1255344162393686017,Apr29,UP,0.35833333333333334
1255348787909967872,Apr29,TG,0.4
1255349178399670276,Apr29,MH,-0.3
1255349362672259072,Apr29,TN,0.26121212121212123
1255351639118172162,Apr29,RJ,0
1255352886562893826,Apr29,AP,-0.1875
1255354535335378944,Apr29,OR,0
1255355857119981569,Apr29,KL,0.15
1255356447082381314,Apr29,RJ,-0.11287878787878787
1255357265982480386,Apr29,KA,0
1255359988706443264,Apr29,UP,0
1255361860968370178,Apr29,KL,0.4
1255362302330748929,Apr29,MH,0.07142857142857142
1255363095121276929,Apr29,KA,0.1
1255374833048866817,Apr29,GJ,0
1255382290907246593,Apr29,TN,0.3590909090909091
1255386147431342080,Apr29,TN,0.30166666666666664
1255392926277959681,Apr29,CT,0.5
1255399079984668673,Apr29,DL,0.7
1255406460252667904,Apr29,DL,0
1255406462207131655,Apr29,DL,0
1255414755482841090,Apr29,SK,0
1255416901741805569,Apr29,KA,0
1255418823521570818,Apr29,MH,0.25
1255421116769845249,Apr29,KA,-0.07142857142857144
1255423100889563138,Apr29,MP,-0.5
1255428780841152512,Apr29,DL,-0.3
1255428997929893888,Apr29,TN,0.15
1255429243787530242,Apr29,KA,0.21666666666666667
1255436852817006595,Apr29,AS,0.25
1255438043663695874,Apr29,UP,0.65
1255454871454732295,Apr29,MH,-0.08055555555555556
1255456812779876353,Apr29,TN,0.225
1255463165846065154,Apr29,KA,0
1255464484530946049,Apr29,MH,-0.08333333333333333
1255466214077403136,Apr29,KL,0.1875
1255471027720802305,Apr29,WB,0
1255487655191642113,Apr29,RJ,0.15
1255487704277692416,Apr29,RJ,0
1255487864109965313,Apr29,UP,0.25
1255493129484058624,Apr29,AP,0.13636363636363635
1255494422567018497,Apr29,MP,0
1255498569932574721,Apr29,KL,0
1255501628968501248,Apr29,DL,0
1255502350086737925,Apr29,MH,0.5
1255502378113138694,Apr29,DL,0.46875
1255504736884789248,Apr29,WB,0.13636363636363635
1255507144549548033,Apr29,MH,0.3333333333333333
1255507515959279617,Apr29,GJ,-0.18181818181818182
1255509617645412352,Apr29,GJ,0
1255524263295094785,Apr29,GJ,0
1255530271992098816,Apr29,KA,-0.0625
1255538056813318145,Apr29,DL,0.6666666666666666
1255542895962140682,Apr29,MH,-0.05166666666666667
1255546196753596417,Apr29,HR,-0.0625
1255562920672493568,Apr29,AP,0.21666666666666667
1255569308111065091,Apr29,GJ,0.23500000000000001
1255570217033502720,Apr29,TN,0
1255605936225349632,Apr29,MP,0
1255624035544690690,Apr30,KA,0.3181818181818182
1255648466832896006,Apr30,DL,0
1255652471797506048,Apr30,MH,0
1255655189173895171,Apr30,DL,0.15454545454545454
1255658506960674819,Apr30,DL,0.35
1255659266830041088,Apr30,MH,-0.041666666666666664
1255669472742051853,Apr30,MP,0.5
1255671189571330048,Apr30,MP,0
1255671721580834816,Apr30,KL,0.35
1255679322234339328,Apr30,UP,0.14999999999999997
1255683514063892482,Apr30,KA,-0.125
1255686874955427841,Apr30,UP,0.328125
1255687124831154181,Apr30,UP,0.8
1255687217294516224,Apr30,UT,-0.08333333333333333
1255699167701327872,Apr30,DL,0.25
1255706701497597953,Apr30,GJ,-0.16197916666666667
1255718810616762369,Apr30,MH,0.3375
1255719164813012993,Apr30,DL,0
1255719169250619392,Apr30,UP,0.1
1255720133009584135,Apr30,TN,-0.21818181818181814
1255723479728566280,Apr30,GJ,0
1255723589048950787,Apr30,TG,-0.125
1255730366385655813,Apr30,MH,0.07727272727272727
1255739932976480256,Apr30,WB,0
1255745003420291074,Apr30,UP,0.21666666666666667
1255752181824831488,Apr30,TN,0.05
1255757000102809603,Apr30,AS,0
1255757548637917184,Apr30,KA,0.4166666666666667
1255759054720417792,Apr30,KA,-0.1
1255762375489323010,Apr30,KA,0.35
1255763529002598401,Apr30,KA,0
1255764335143485440,Apr30,KA,0.2
1255764336183635968,Apr30,KA,-0.16
1255764338511495168,Apr30,UP,-0.55
1255769376516714497,Apr30,MH,0.02500000000000001
1255770383485227009,Apr30,DL,0.2
1255770578381934595,Apr30,GJ,0.3333333333333333
1255777548308447232,Apr30,WB,-0.1
1255778016988454912,Apr30,DL,0
1255786645518835714,Apr30,JH,0.08166666666666667
1255788016477577216,Apr30,BR,0.7
1255789574032367619,Apr30,HR,0.15656565656565655
1255789958998024192,Apr30,MP,0
1255796385645039617,Apr30,UP,0.09333333333333334
1255801254539857920,Apr30,KL,0.13636363636363635
1255807063684456448,Apr30,GJ,0.09727272727272729
1255808027543781376,Apr30,MH,0.13636363636363635
1255809462482333697,Apr30,MH,0
1255813065255399424,Apr30,OR,0.06818181818181818
1255813332004745218,Apr30,GJ,0
1255816390772240384,Apr30,GJ,0
1255816877198266369,Apr30,RJ,0
1255818462049505281,Apr30,GJ,0.19242424242424241
1255819547837452288,Apr30,TN,0
1255824767464112133,Apr30,MP,0.5
1255829115669790721,Apr30,MH,-0.1
1255830461642936324,Apr30,RJ,0.11190476190476191
1255831803455291393,Apr30,GJ,0
1255832473981902850,Apr30,MH,-0.1875
1255834923946127362,Apr30,MP,0.5
1255835495361327105,Apr30,GJ,-0.13333333333333333
1255838314541854723,Apr30,MH,0.5
1255839773001908225,Apr30,MH,-0.08125
1255841274986467328,Apr30,UP,0.25
1255841454137782272,Apr30,UT,0
1255848408075681792,Apr30,RJ,0
1255848510852943872,Apr30,MH,0
1255857361140490241,Apr30,GJ,0.325
1255859716846170115,Apr30,UP,0
1255859738555842563,Apr30,MH,0
1255868520581206024,Apr30,UP,-0.03333333333333333
1255872669221826560,Apr30,AS,-0.55625
1255874832862007296,Apr30,TG,0.1875
1255875050294689797,Apr30,MH,-0.4
1255887580920377345,Apr30,MH,0
1255889450397241352,Apr30,MH,-0.15000000000000002
1255895611582234626,Apr30,WB,0.056944444444444436
1255896782699192322,Apr30,OR,0.36999999999999994
1255908362996326400,Apr30,OR,-0.1953125
1255913899620282368,Apr30,TN,-0.07979797979797981
1255914237781827584,Apr30,GJ,0.2
1255916370195124226,Apr30,KL,0
1255916821888327681,Apr30,GJ,0
1255918156184420355,Apr30,MH,0.5
1255919993646088193,Apr30,MH,0
1255926493454229505,Apr30,UP,-0.023809523809523808
1255926730356936706,Apr30,MH,0.06818181818181818
1255926835415863299,Apr30,DL,-0.023809523809523808
1255933796165222401,Apr30,UT,0.48772321428571425
1255985897700503554,May01,TN,0.9375
1255995496155484162,May01,DL,0.2
1255995676380532736,May01,DL,0.5
1256001723572912134,May01,TN,0.75
1256002851991465984,May01,MH,-0.125
1256003117247631360,May01,TN,0
1256009268395941890,May01,MH,-0.18181818181818182
1256009737944129536,May01,DL,0.35
1256017925535866881,May01,MH,0.5166666666666667
1256020645294616576,May01,MH,0.1787878787878788
1256026827136602112,May01,TN,-0.12962962962962965
1256027601648451585,May01,KA,0.25
1256030320337596416,May01,BR,0
1256033358116646917,May01,AP,0
1256035311928434692,May01,KA,-0.25
1256037353266823169,May01,MH,0
1256041170125422592,May01,RJ,-0.012499999999999997
1256043795076046850,May01,KA,0
1256045979767373827,May01,TG,0.4291666666666667
1256046832884514816,May01,UP,0
1256048971836874754,May01,PB,0.26666666666666666
1256049448859418624,May01,PB,0.16666666666666666
1256049650039218181,May01,DL,0.13636363636363635
1256053744359428103,May01,MP,0.175
1256056448737566720,May01,WB,0
1256057047264698368,May01,GJ,-0.1875
1256057219981946881,May01,GJ,0.41875
1256059354702393344,May01,TG,0
1256059355520253952,May01,MH,-0.325
1256065281333526529,May01,TN,0.11666666666666665
1256067505539346432,May01,TG,0.3642857142857143
1256073429524111367,May01,MH,0.15000000000000002
1256074300186136576,May01,UP,0.17491714015151516
1256075412767215616,May01,MH,0.26666666666666666
1256077567167131649,May01,RJ,0
1256077604416884736,May01,PB,0
1256087214888382464,May01,UP,-0.023809523809523808
1256091021651275778,May01,KA,0.505
1256093203800952832,May01,DL,0.3333333333333333
1256095278245064705,May01,GJ,0.35
1256095721448779779,May01,GJ,-0.023809523809523808
1256098863770812416,May01,MH,0
1256102121289781250,May01,AP,0.26666666666666666
1256102688103690240,May01,DL,0.24166666666666667
1256108227348971525,May01,TG,0
1256108246022197249,May01,MH,-0.275
1256113647966752768,May01,TG,0.005681818181818177
1256116275257974785,May01,HR,0
1256117472245186560,May01,DL,0.10681818181818181
1256117538213097473,May01,TN,0.24166666666666667
1256119728214548480,May01,DL,0
1256120435164446720,May01,MH,0.5199999999999999
1256125991820419072,May01,UP,0.18333333333333335
1256127351538151424,May01,MZ,0
1256127716568465414,May01,TN,0.5
1256135036916695040,May01,MH,0
1256135799533428736,May01,TN,0.5
1256137244844462081,May01,AP,0.1
1256138024544612352,May01,DL,0.13636363636363635
1256153270172569600,May01,KL,0
1256156084483559424,May01,MH,0
1256159347467595778,May01,TN,0
1256163295733714945,May01,MH,0
1256167993890889730,May01,TN,0.4
1256168611133128704,May01,UP,0
1256176440027918336,May01,WB,0.21666666666666667
1256177643931742210,May01,UP,0
1256178822774480897,May01,DL,0.5
1256179412376174592,May01,TG,0.15606060606060604
1256188559297568768,May01,GJ,0
1256189201885822976,May01,MH,0.4170454545454546
1256196989022285827,May01,MH,0
1256200349691641856,May01,MH,0.225
1256200784754212870,May01,MH,0
1256205234793299969,May01,TN,-0.09722222222222224
1256211026464452608,May01,HP,0.35
1256211666011897859,May01,RJ,0
1256221673046540296,May01,MH,-0.016666666666666663
1256223936720908289,May01,GJ,-0.1392857142857143
1256236198047223813,May01,MH,0.018181818181818174
1256239598440775680,May01,KA,0.5946180555555555
1256241810088824832,May01,WB,0
1256244111750729730,May01,RJ,-0.1
1256248642895257601,May01,WB,0.26666666666666666
1256257781981745152,May01,TN,0
1256265997264322565,May01,MH,0.044642857142857144
1256293328393404416,May01,TG,0
1256293843563134976,May01,KA,0
1256303272576585728,May01,RJ,0.8
1256311383559471104,May01,AS,0
1256327570846433280,May02,DL,0.2
1256343658216992774,May02,MH,0.5
1256356702116556800,May02,MH,0.2627840909090909
1256368029446922243,May02,GJ,0
1256369153637744642,May02,TN,-0.3166666666666667
1256371598686253056,May02,TN,-0.19375
1256371656794095616,May02,MH,0.3013888888888889
1256374015264002048,May02,RJ,0.24895833333333334
1256377248774529030,May02,MH,0
1256380008802770945,May02,MH,0.5
1256386927235944450,May02,MH,-0.125
1256388721747857408,May02,MH,0.1625
1256389059292934151,May02,MH,0
1256389413501894656,May02,KA,0
1256390323745386498,May02,KA,0.13068181818181818
1256394929623924741,May02,HR,0.325
1256396299764711434,May02,WB,0
1256397655531536384,May02,MH,0
1256397888952791041,May02,MH,0.06818181818181818
1256399583195824128,May02,RJ,0.15
1256400209615216647,May02,RJ,0
1256401429989920768,May02,TG,0
1256404278685642764,May02,UP,-0.041666666666666664
1256404940387385344,May02,TN,-0.0625
1256405028576821249,May02,MH,-0.0625
1256405469771501575,May02,TN,-0.0625
1256406819192410112,May02,DL,0
1256406894618574852,May02,MH,0.12402597402597403
1256407578814210050,May02,AP,0.14444444444444446
1256407915709132801,May02,KL,0.26666666666666666
1256409457652834305,May02,UP,0
1256410853261402112,May02,MH,0.2857142857142857
1256411490283859968,May02,AP,0.05
1256413048178307072,May02,DL,-0.1
1256414638515912704,May02,GJ,0.35
1256415479104757761,May02,HP,-0.0625
1256416635688124417,May02,UP,0.5166666666666667
1256419019164352513,May02,GJ,-0.024999999999999994
1256423664800747521,May02,UP,0.20000000000000004
1256427517298253826,May02,TN,0
1256428296168001536,May02,UT,0.31212121212121213
1256430263179018240,May02,UT,0.6
1256434409894543360,May02,KA,0
1256434643248824322,May02,MH,0.55
1256437089425555456,May02,MH,0
1256437777387925504,May02,HP,-0.08181818181818185
1256443485558837248,May02,MH,0.35
1256448360652976129,May02,UP,-0.125
1256449327020425216,May02,UP,0.25
1256451974809206787,May02,TR,0.3333333333333333
1256452944930770944,May02,KL,0
1256453821015916545,May02,MH,0
1256460440114257921,May02,UT,-0.03333333333333333
1256461076138528768,May02,TN,0.5
1256463321252986894,May02,AS,0.19285714285714284
1256465392463155200,May02,AS,0
1256465987546857472,May02,AS,0
1256466266258358272,May02,UP,0
1256466607360090115,May02,UP,-0.2
1256466964379136000,May02,MH,0.14166666666666666
1256471222159921153,May02,MH,0.16818181818181818
1256471819596582913,May02,UP,0.046666666666666676
1256479799117111296,May02,KA,0.10000000000000002
1256485212550242304,May02,CT,0.25
1256488776357916674,May02,GA,0.4454545454545455
1256489197315272706,May02,UP,0.36
1256490489886326784,May02,MH,0
1256492479437774849,May02,MH,0
1256493201063661568,May02,GA,0.25727272727272726
1256494271324024832,May02,KA,0
1256495986194681856,May02,KA,0.22023809523809523
1256497154169778176,May02,KA,0.31634615384615383
1256498512398868483,May02,GJ,0.32
1256499146502086656,May02,OR,-0.5
1256502745391038464,May02,BR,0
1256505193950298116,May02,UP,0.10666666666666666
1256505950007185409,May02,TG,0.34888888888888886
1256507811443474432,May02,MH,0
1256508807745810433,May02,MH,-0.04999999999999999
1256508909801570306,May02,MH,0.35
1256508957444788224,May02,MH,0.3088888888888889
1256510500969631751,May02,MH,0.34242424242424246
1256510858546610176,May02,GJ,0.1431818181818182
1256516362924630017,May02,DL,0.25555555555555554
1256518263317692416,May02,DL,0
1256518278299738113,May02,GJ,0
1256519786424668162,May02,PB,0.3565340909090909
1256520068898467840,May02,WB,-0.125
1256527614543409152,May02,MH,-0.06666666666666667
1256529344400367617,May02,MH,0.5
1256529646373330944,May02,RJ,0
1256530577030709249,May02,DL,0.08030303030303029
1256531934601248768,May02,TG,0.016666666666666663
1256535176986886149,May02,MH,0
1256536533655527424,May02,WB,0
1256536947096420352,May02,DL,0.03333333333333333
1256538953265614848,May02,AS,0
1256542252572311552,May02,GJ,0.13636363636363635
1256545216355590144,May02,TG,0
1256552480730763264,May02,TN,0
1256554087446913025,May02,GJ,0
1256557478843736064,May02,GJ,0.08333333333333333
1256563609938784257,May02,MH,0.6
1256569413869936641,May02,MH,0.5
1256569506157064194,May02,MH,0
1256569654375378944,May02,HR,-0.05
1256569731030663169,May02,HR,0.2041666666666667
1256572833209225216,May02,ML,-0.19444444444444445
1256573655821307905,May02,HP,0.16666666666666666
1256577125106298880,May02,MH,-0.1
1256580825933426688,May02,UP,0.22727272727272727
1256585873975422983,May02,TN,0
1256588033341689858,May02,DL,0.2125
1256589719540051968,May02,GJ,0.17857142857142858
1256592949049253893,May02,GJ,0
1256593929924993026,May02,KA,0
1256598915887104000,May02,DL,0.21994949494949498
1256601120119631875,May02,KA,0
1256605464105816065,May02,KA,0.049999999999999996
1256606560358465543,May02,KA,0.05608465608465609
1256606839174844417,May02,TG,0.2152777777777778
1256609597290196992,May02,DL,0
1256614026081120256,May02,MH,0
1256617175495979009,May02,OR,-0.25
1256623205067997184,May02,TN,0.4666666666666666
1256627982518583296,May02,MH,0.3499999999999999
1256628427693719553,May02,DL,0
1256629697536016385,May02,AS,0
1256630697353248768,May02,MN,-0.75
1256638854146162691,May02,WB,0
1256669386464727045,May02,GA,-0.0625
1256687421896323073,May03,KL,0.25
1256688583693434880,May03,GJ,0
1256693555772391424,May03,MH,0
1256694772304973824,May03,KA,-0.08333333333333333
1256709301302964225,May03,UP,0.3181818181818182
1256711194179768324,May03,MP,0
1256713749706297346,May03,TN,0.5
1256713903360352256,May03,HR,0.35
1256715419861336064,May03,GJ,0.471
1256722221654999041,May03,MH,-0.2916666666666667
1256723652638322688,May03,DL,0
1256724336976822283,May03,TN,0
1256724754293239816,May03,RJ,0.20476190476190478
1256726148299530240,May03,UT,0.44616161616161615
1256726316650545156,May03,TG,-0.3
1256728093085052929,May03,DL,0.06510416666666666
1256728239562731521,May03,AS,-0.125
1256728488461193216,May03,AS,0
1256728511424933893,May03,AS,0
1256729181217415168,May03,MH,0.1734375
1256731506111733760,May03,GJ,0.0005952380952380931
1256732239494291457,May03,UP,0.125
1256735732091289603,May03,MH,-0.03333333333333335
1256735876907970565,May03,MH,0.175
1256737266061340673,May03,GJ,0
1256738371398926339,May03,OR,0.1590909090909091
1256738868071673857,May03,GJ,0
1256739428833378305,May03,DL,0.014814814814814808
1256739658890969098,May03,MH,0
1256739687705776129,May03,MH,0.68125
1256740504030646276,May03,GJ,0.24107142857142855
1256741026917564417,May03,RJ,-0.2
1256742562582454273,May03,PB,0.3666666666666667
1256747396660432897,May03,KA,0.13636363636363635
1256748588241244160,May03,DL,0.13636363636363635
1256749216879255558,May03,KA,0
1256750242990444544,May03,KA,0
1256755960602910720,May03,DL,-0.15555555555555559
1256757972862197760,May03,MP,0.475
1256759648813604864,May03,TN,0.1
1256760116537368576,May03,MH,0.7
1256760525192486912,May03,TG,0.016666666666666666
1256760696026562560,May03,RJ,-0.2
1256761348186411015,May03,DL,-0.004999999999999993
1256764441342943232,May03,MH,0.19166666666666665
1256764924165885957,May03,AP,0
1256766032410222592,May03,MH,0
1256767020118560768,May03,MH,0.33666666666666667
1256768978795532289,May03,OR,0
1256769579084210176,May03,DL,-0.07500000000000001
1256773766400684033,May03,MH,0.425
1256776333268602880,May03,OR,0
1256776520300933120,May03,MH,0.3306818181818182
1256776899264745472,May03,MH,0.546875
1256780448774205440,May03,UP,0
1256780907970588673,May03,MH,0
1256780967374663683,May03,WB,0.3666666666666667
1256781020306735112,May03,DL,0.6416666666666667
1256782487176560643,May03,MH,-0.5
1256783918889668609,May03,MP,0.5954241071428571
1256784733440299011,May03,WB,0.17045454545454544
1256785594899890177,May03,WB,0
1256785971754029056,May03,MH,0.4121212121212121
1256786982409244673,May03,MP,0.3181818181818182
1256788405024776193,May03,RJ,0
1256790738018471937,May03,UP,0.13636363636363635
1256796655153635328,May03,MH,0.04545454545454545
1256797186098171906,May03,RJ,0
1256798161684901889,May03,DL,0.19464285714285715
1256798754306494464,May03,MH,0.06818181818181818
1256805610118668290,May03,KL,0
1256807989333368832,May03,GJ,0.4
1256810099605008384,May03,RJ,0
1256818116488765440,May03,DL,0.55
1256823229294968837,May03,MH,0.625
1256838350767419393,May03,HP,0.8
1256838563838275584,May03,HP,0
1256839682811465728,May03,TN,1
1256848733926391810,May03,MH,0
1256858209353994241,May03,MH,0
1256861996999258113,May03,MP,0.5
1256864317942624256,May03,GJ,0
1256866368726667266,May03,DL,-0.1
1256867042365489152,May03,MH,0.3333333333333333
1256869126968160256,May03,GJ,0
1256870074490793990,May03,HR,0
1256875921061142528,May03,AS,-0.125
1256878696612409344,May03,GJ,0
1256882017901387778,May03,GJ,0.16249999999999998
1256886683104153600,May03,UP,0
1256889959253934085,May03,GJ,0
1256891650237923328,May03,UP,-0.04999999999999996
1256893428371202050,May03,UP,0.13636363636363635
1256897012445954050,May03,AP,0
1256897013884555264,May03,AP,0
1256898686468177926,May03,MH,0
1256904643453517826,May03,MH,0
1256904718410043392,May03,MH,1
1256905428342116352,May03,MH,-0.09999999999999998
1256918740287074304,May03,MH,0.22878787878787876
1256923742481104896,May03,UP,0.13636363636363635
1256923949570625536,May03,KA,0
1256930513606017026,May03,TN,0.16666666666666666
1256935350011924483,May03,RJ,0.4
1256935464780562435,May03,GJ,0.2
1256938093325750276,May03,WB,0.36363636363636365
1256940304294436865,May03,UP,0.5
1256944038101557248,May03,GJ,0.2
1256945282870398981,May03,MP,0.2590909090909091
1256946004869308418,May03,MH,0
1256948825605861376,May03,MP,0.25
1256948907470467072,May03,MH,0.4
1256955538178551808,May03,UP,-0.1
1256968173947158528,May03,AP,0.033333333333333326
1256973299742957570,May03,DL,0
1256979973895667712,May03,MH,0.55
1256984114261037056,May03,PB,0
1257012055934029824,May03,GJ,0.5
1257016459697418240,May03,JH,0.06818181818181818
1257047004695326720,May04,MH,0.2619047619047619
1257056703037784066,May04,MH,0.2
1257068138866315265,May04,DL,0.3666666666666667
1257069768483504129,May04,JH,0.625
1257070928929927169,May04,UP,0.16666666666666666
1257072972013154305,May04,GJ,-0.1
1257079002449100800,May04,GJ,0.3181818181818182
1257079049744191493,May04,GJ,0.2
1257079254107541509,May04,KA,-0.2041666666666667
1257079910692200450,May04,KA,0.4
1257080506669166597,May04,MH,0.25833333333333336
1257083949236568064,May04,UP,0.5833333333333334
1257085530791202816,May04,MH,-0.06666666666666667
1257088193343750145,May04,MH,1
1257088507274760198,May04,MH,0
1257089410044231682,May04,DL,0.2
1257094022147067907,May04,MP,0
1257095735612325888,May04,AN,0
1257099474846924800,May04,GJ,-0.09375
1257102454300303362,May04,TN,0
1257102580876001280,May04,MH,-0.5
1257102608243834882,May04,MH,0.0909090909090909
1257103135241273347,May04,MH,0.7
1257103194100031494,May04,MH,-0.125
1257103280674533376,May04,MH,0.2772727272727272
1257103284117991424,May04,MH,-0.1277777777777778
1257103382851973120,May04,MH,0.35357142857142854
1257107185517031425,May04,MP,0
1257108229982531584,May04,KA,0.6
1257108645537554434,May04,HP,-0.390625
1257108822390460419,May04,CT,0.018181818181818174
1257108952392757248,May04,KA,-0.175
1257109394740916224,May04,KL,0
1257110773463162880,May04,MH,0
1257112743930363904,May04,OR,-0.1
1257112839334002688,May04,DL,-0.5
1257113821686099970,May04,RJ,0.25
1257113935465058306,May04,UP,0.2
1257115232935251970,May04,MH,-0.05
1257115733668044804,May04,WB,0.2
1257124800029319168,May04,TN,0.2833333333333333
1257124803305185281,May04,TN,0
1257125310358622208,May04,TN,0
1257126505928364038,May04,TN,0.9375
1257134729817731072,May04,GJ,0.1236111111111111
1257134731566727168,May04,TN,0.21363636363636362
1257134942485708801,May04,GJ,0
1257135076292407297,May04,GJ,0.7
1257135941170294784,May04,KA,0.22443181818181818
1257137230860222465,May04,DL,0.3111111111111111
1257137270668308486,May04,MH,0
1257138733096239109,May04,TN,0.13636363636363635
1257138812658094082,May04,BR,0.2986111111111111
1257143422483263489,May04,MH,0
1257144184521150464,May04,UP,-0.04999999999999999
1257145264403554304,May04,MP,0.11726190476190478
1257146301025828864,May04,TN,0.31111111111111106
1257151270382702593,May04,KA,0.0074074074074074
1257151998106927104,May04,RJ,0.3287878787878788
1257152819032973314,May04,TN,0.0074074074074074
1257154203190988800,May04,UP,0.625
1257156998442807296,May04,MH,0
1257160678386827265,May04,UP,0.25
1257161121158639616,May04,UP,0.8465006510416666
1257168367313727489,May04,MH,0.03749999999999999
1257172758473191424,May04,DL,0.3181818181818182
1257173877962289152,May04,RJ,0.13636363636363635
1257177655285125120,May04,UP,0
1257186657306099721,May04,KA,0
1257188001685389314,May04,HR,0.3
1257188553806807046,May04,MH,0
1257190764624392193,May04,UP,0.13636363636363635
1257193124042084357,May04,GJ,0.23763888888888887
1257193398072639493,May04,OR,0
1257198033810448384,May04,DL,0.3
1257207325229809664,May04,TG,0
1257211145531711488,May04,OR,0.375
1257218768557821953,May04,MH,0.5
1257221367516270598,May04,SK,0.3125
1257226727388057600,May04,GJ,0.4
1257242671921328128,May04,KA,0.16666666666666666
1257252216253095938,May04,OR,0.875
1257257254631464960,May04,MH,0.0625
1257265449898782722,May04,MH,0.06818181818181818
1257275346392698880,May04,WB,0.3
1257275544577601536,May04,OR,-0.5
1257278328014159873,May04,OR,0.0037878787878787845
1257290038481686529,May04,MH,-0.075
1257291298035380224,May04,OR,0.4375
1257300432831033344,May04,MH,0.2
1257304612521955337,May04,UP,-0.04583333333333334
1257310019265019915,May04,WB,0
1257326417903120385,May04,DL,-0.24583333333333335
1257342184447246339,May04,GJ,0.4
1257366759490936832,May04,MH,0.25
1257386699069554689,May05,TG,0.1
1257390500778311685,May05,DL,-0.1
1257390679409545223,May05,DL,-0.06818181818181818
1257398141449572354,May05,GJ,0.5
1257398157996109826,May05,MP,0.3333333333333333
1257406588454830083,May05,DL,0
1257406617517203456,May05,DL,0.016666666666666673
1257416512912142336,May05,UP,0
1257422440071905283,May05,GA,0.5
1257432271436611586,May05,MH,0
1257432908714971136,May05,DL,0.85
1257433285661204480,May05,HR,-0.1
1257434491230052352,May05,MH,-0.08888888888888889
1257442043640586246,May05,MH,0.25
1257442110443270144,May05,MH,0.17500000000000002
1257442447245881345,May05,MH,0.46666666666666673
1257444001160015876,May05,MH,-0.25
1257444247353069568,May05,MH,0
1257447668281991170,May05,MH,-0.22916666666666666
1257447756949528580,May05,GJ,0.06000000000000001
1257449458045988869,May05,UP,0
1257451431826788358,May05,TN,-0.16333333333333333
1257453625867206658,May05,UP,0.625
1257454280342192128,May05,CT,0
1257457572191363073,May05,MH,0.16
1257462668946006018,May05,TN,0.20364583333333336
1257467174911913989,May05,MH,0.3
1257468572194017280,May05,MH,0
1257469624775593984,May05,MH,-0.125
1257471131348537344,May05,MH,0.11688311688311688
1257474032104026115,May05,KA,0
1257482665600536576,May05,DL,0.5
1257483922780323841,May05,GJ,0.175
